pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
gū~gū~gū~gū,gu~gu~gu~gu,gu1~gu1~gu1~gu1,孤咕孤咕,孤咕孤咕,ku~NA~ku,*kʷˤa~NA~*kʷˤa,Wang,SOUND
gú~dū,gu~du,gu2~du1,骨嘟,骨嘟,kwot,*kˤut,Wang,SOUND
gú~dū~gú~dū,gu~du~gu~du,gu2~du1~gu2~du1,骨嘟骨嘟,骨嘟骨嘟,kwot~NA~kwot,*kˤut~NA~*kˤut,Wang,SOUND
gú~lǔ~gú~lǔ,gu~lu~gu~lu,gu2~lu3~gu2~lu3,骨魯骨魯,骨鲁骨鲁,kwot~luX~kwot~luX,*kˤut~*[r]ˤaʔ~*kˤut~*[r]ˤaʔ,Wang,SOUND
gú~lù~lù,gu~lu~lu,gu2~lu4~lu4,骨碌碌,骨碌碌,kwot,*kˤut,Wang,SOUND
gú~lù~gú~lù,gu~lu~gu~lu,gu2~lu4~gu2~lu4,嗗碌嗗碌,嗗碌嗗碌,NA,NA,Wang,SOUND
gǔ~gǔ,gu~gu,gu3~gu3,汩汩,汩汩,kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,Wang,SOUND
gǔ~gǔ~gǔ,gu~gu~gu,gu3~gu3~gu3,汩汩汩,汩汩汩,kwot~kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,Wang,SOUND
guā,gua,gua1,呱,呱,ku,*kʷˤa,Wang,SOUND
guā~dā~guā~dā,gua~da~gua~da,gua1~da1~gua1~da1,呱噠呱噠,呱哒呱哒,ku~NA~ku,*kʷˤa~NA~*kʷˤa,Wang,SOUND
guā~guā,gua~gua,gua1~gua1,呱呱,呱呱,ku~ku,*kʷˤa~*kʷˤa,Wang,SOUND
guā~guā~guā~guā,gua~gua~gua~gua,gua1~gua1~gua1~gua1,呱呱呱呱,呱呱呱呱,ku~ku~ku~ku,*kʷˤa~*kʷˤa~*kʷˤa~*kʷˤa,Wang,SOUND
guā~jī,gua~ji,gua1~ji1,呱唧,呱唧,ku,*kʷˤa,Wang,SOUND
guā~jī~guā~jī,gua~ji~gua~ji,gua1~ji1~gua1~ji1,呱唧呱唧,呱唧呱唧,ku~NA~ku,*kʷˤa~NA~*kʷˤa,Wang,SOUND
guā~lā~guā~lā,gua~la~gua~la,gua1~la1~gua1~la1,呱啦呱啦,呱啦呱啦,ku~NA~ku,*kʷˤa~NA~*kʷˤa,Wang,SOUND
guā~lā~lā,gua~la~la,gua1~la1~la1,呱啦啦,呱啦啦,ku,*kʷˤa,Wang,SOUND
guā~yā~guā~yā,gua~ya~gua~ya,gua1~ya1~gua1~ya1,呱呀呱呀,呱呀呱呀,ku~NA~ku,*kʷˤa~NA~*kʷˤa,Wang,SOUND
guāng,guang,guang1,咣,咣,NA,NA,Wang,SOUND
guāng~dāng,guang~dang,guang1~dang1,咣噹,咣噹,NA,NA,Wang,SOUND
guāng~dāng~guāng~dāng,guang~dang~guang~dang,guang1~dang1~guang1~dang1,咣噹咣噹,咣噹咣噹,NA,NA,Wang,SOUND
guāng~guāng,guang~guang,guang1~guang1,咣咣,咣咣,NA,NA,Wang,SOUND
guāng~lāng,guang~lang,guang1~lang1,光啷,光啷,kwang,*kʷˤaŋ,Wang,SOUND
guō~guō,guo~guo,guo1~guo1,嘓嘓,嘓嘓,NA,NA,Wang,SOUND
hā,ha,ha1,哈,哈,NA,NA,Wang,SOUND
hā~chī~hā~chī,ha~chi~ha~chi,ha1~chi1~ha1~chi1,哈哧哈哧,哈哧哈哧,NA,NA,Wang,SOUND
hā~hā,ha~ha,ha1~ha1,哈哈,哈哈,NA,NA,Wang,SOUND
hā~hā~hā~hā,ha~ha~ha~ha,ha1~ha1~ha1~ha1,哈哈哈哈,哈哈哈哈,NA,NA,Wang,SOUND
hāi~hāi,hai~hai,hai1~hai1,嗨嗨,嗨嗨,NA,NA,Wang,SOUND
háo~háo,hao~hao,hao2~hao2,嚎嚎,嚎嚎,NA,NA,Wang,SOUND
hē~hē,he~he,he1~he1,呵呵,呵呵,xa~xa,*qʰˤaj~*qʰˤaj,Wang,SOUND
hē~hē,he~he,he1~he1,呵嗬,呵嗬,xa,*qʰˤaj,Wang,SOUND
hē~hē,he~he,he1~he1,嗬嗬,嗬嗬,NA,NA,Wang,SOUND
hē~luō~hē~luō,he~luo~he~luo,he1~luo1~he1~luo1,嗬囉嗬囉,嗬囉嗬囉,NA,NA,Wang,SOUND
hè~hè,he~he,he4~he4,荷荷,荷荷,ha~ha,*[g]ˤaj~*[g]ˤaj,Wang,SOUND
hēi~hēi,hei~hei,hei1~hei1,嘿嘿,嘿嘿,NA,NA,Wang,SOUND
hēi~ér~hēi~ér,hei~er~hei~er,hei1~er2~hei1~er2,嘿兒嘿兒,嘿儿嘿儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,Wang,SOUND
hēng~chī~hēng~chī,heng~chi~heng~chi,heng1~chi1~heng1~chi1,哼哧哼哧,哼哧哼哧,NA,NA,Wang,SOUND
hēng~hài~hēng~hài,heng~hai~heng~hai,heng1~hai4~heng1~hai4,哼嗐哼嗐,哼嗐哼嗐,NA,NA,Wang,SOUND
hēng~hēng,heng~heng,heng1~heng1,哼哼,哼哼,NA,NA,Wang,SOUND
hēng~hēng~chī~chī,heng~heng~chi~chi,heng1~heng1~chi1~chi1,哼哼哧哧,哼哼哧哧,NA,NA,Wang,SOUND
hēng~hēng~hā~hā,heng~heng~ha~ha,heng1~heng1~ha1~ha1,哼哼哈哈,哼哼哈哈,NA,NA,Wang,SOUND
hēng~hēng~hē~hē,heng~heng~he~he,heng1~heng1~he1~he1,哼哼呵呵,哼哼呵呵,NA~NA~xa~xa,NA~NA~*qʰˤaj~*qʰˤaj,Wang,SOUND
hēng~hēng~jī~jī,heng~heng~ji~ji,heng1~heng1~ji1~ji1,哼哼唧唧,哼哼唧唧,NA,NA,Wang,SOUND
hōng,hong,hong1,哄,哄,NA,NA,Wang,SOUND
hōng~hōng~hōng,hong~hong~hong,hong1~hong1~hong1,哄哄哄,哄哄哄,NA,NA,Wang,SOUND
hōng~hōng,hong~hong,hong1~hong1,訇訇,訇訇,NA,NA,Wang,SOUND
hōng,hong,hong1,轟,轰,NA,NA,Wang,SOUND
hōng~hōng,hong~hong,hong1~hong1,轟轟,轰轰,NA,NA,Wang,SOUND
hōng~hōng~lóng~lóng,hong~hong~long~long,hong1~hong1~long2~long2,轟轟隆隆,轰轰隆隆,NA~NA~ljuwng~ljuwng,NA~NA~*[r]uŋ~*[r]uŋ,Wang,SOUND
hōng~lóng,hong~long,hong1~long2,轟隆,轰隆,NA~ljuwng,NA~*[r]uŋ,Wang,SOUND
hōng~lóng~hōng~lóng,hong~long~hong~long,hong1~long2~hong1~long2,轟隆轟隆,轰隆轰隆,NA~ljuwng~NA~ljuwng,NA~*[r]uŋ~NA~*[r]uŋ,Wang,SOUND
hōng~lóng~lóng,hong~long~long,hong1~long2~long2,轟隆隆,轰隆隆,NA~ljuwng~ljuwng,NA~*[r]uŋ~*[r]uŋ,Wang,SOUND
hōu~hōu,hou~hou,hou1~hou1,齁齁,齁齁,NA,NA,Wang,SOUND
hǒu~hǒu,hou~hou,hou3~hou3,吼吼,吼吼,NA,NA,Wang,SOUND
hū,hu,hu1,呼,呼,xu,*qʰˤa,Wang,SOUND
hū~chī~hū~chī,hu~chi~hu~chi,hu1~chi1~hu1~chi1,呼哧呼哧,呼哧呼哧,xu~NA~xu,*qʰˤa~NA~*qʰˤa,Wang,SOUND
hū~chī~hū~chī,hu~chi~hu~chi,hu1~chi1~hu1~chi1,呼吃呼吃,呼吃呼吃,xu~NA~xu,*qʰˤa~NA~*qʰˤa,Wang,SOUND
hūr~hūr,hur~hur,hur1~hur1,呼兒呼兒,呼儿呼儿,xu~nye~xu~nye,*qʰˤa~*ŋe~*qʰˤa~*ŋe,Wang,SOUND
hū~hū,hu~hu,hu1~hu1,呼呼,呼呼,xu~xu,*qʰˤa~*qʰˤa,Wang,SOUND
hū~lā,hu~la,hu1~la1,呼啦,呼啦,xu,*qʰˤa,Wang,SOUND
hū~lā~hū~lā,hu~la~hu~la,hu1~la1~hu1~la1,呼啦呼啦,呼啦呼啦,xu~NA~xu,*qʰˤa~NA~*qʰˤa,Wang,SOUND
hū~lā~lā,hu~la~la,hu1~la1~la1,呼啦啦,呼啦啦,xu,*qʰˤa,Wang,SOUND
hū~lǎ,hu~la,hu1~la3,呼喇,呼喇,xu,*qʰˤa,Wang,SOUND
hū~lǎ~lǎ,hu~la~la,hu1~la3~la3,呼喇喇,呼喇喇,xu,*qʰˤa,Wang,SOUND
hū~lū~hū~lū,hu~lu~hu~lu,hu1~lu1~hu1~lu1,呼嚕呼嚕,呼噜呼噜,xu~NA~xu,*qʰˤa~NA~*qʰˤa,Wang,SOUND
hū~lū~lū,hu~lu~lu,hu1~lu1~lu1,呼嚕嚕,呼噜噜,xu,*qʰˤa,Wang,SOUND
hū~lū~gū~dōng~wū~lóng,hu~lu~gu~dong~wu~long,hu1~lu1~gu1~dong1~wu1~long2,呼嚕咕咚嗚隆,呼噜咕咚呜隆,xu~NA~ljuwng,*qʰˤa~NA~*[r]uŋ,Wang,SOUND
hū~lù~hū~lù,hu~lu~hu~lu,hu1~lu4~hu1~lu4,呼碌呼碌,呼碌呼碌,xu~NA~xu,*qʰˤa~NA~*qʰˤa,Wang,SOUND
hū~dā~hū~dā,hu~da~hu~da,hu1~da1~hu1~da1,忽搭忽搭,忽搭忽搭,xwot~NA~xwot,*m̥ˤut~NA~*m̥ˤut,Wang,SOUND
hū~hū,hu~hu,hu1~hu1,忽忽,忽忽,xwot~xwot,*m̥ˤut~*m̥ˤut,Wang,SOUND
hū~hū~hū,hu~hu~hu,hu1~hu1~hu1,忽忽忽,忽忽忽,xwot~xwot~xwot,*m̥ˤut~*m̥ˤut~*m̥ˤut,Wang,SOUND
hū~lóng~hū~lóng,hu~long~hu~long,hu1~long2~hu1~long2,忽隆忽隆,忽隆忽隆,xwot~ljuwng~xwot~ljuwng,*m̥ˤut~*[r]uŋ~*m̥ˤut~*[r]uŋ,Wang,SOUND
hū~lǎ~lǎ,hu~la~la,hu1~la3~la3,唿喇喇,唿喇喇,NA,NA,Wang,SOUND
hū~lóng~lóng,hu~long~long,hu1~long2~long2,唿隆隆,唿隆隆,NA~ljuwng~ljuwng,NA~*[r]uŋ~*[r]uŋ,Wang,SOUND
hū~zhā,hu~zha,hu1~zha1,唿喳,唿喳,NA,NA,Wang,SOUND
hú~hú,hu~hu,hu2~hu2,胡胡,胡胡,hu~hu,*[g]ˤa~*[g]ˤa,Wang,SOUND
hǔ~hǔ,hu~hu,hu3~hu3,虎虎,虎虎,xuX~xuX,*qʰˤraʔ (W dialect: *qˤʰr- >r̥ˤ- > x-)~*qʰˤraʔ (W dialect: *qˤʰr- >r̥ˤ- > x-),Wang,SOUND
huā~huā~huā~huā,hua~hua~hua~hua,hua1~hua1~hua1~hua1,花花花花,花花花花,xwae~xwae~xwae~xwae,*qʷʰˤra~*qʷʰˤra~*qʷʰˤra~*qʷʰˤra,Wang,SOUND
huā~lā~huā~lā,hua~la~hua~la,hua1~la1~hua1~la1,花啦花啦,花啦花啦,xwae~NA~xwae,*qʷʰˤra~NA~*qʷʰˤra,Wang,SOUND
huā,hua,hua1,嘩,哗,NA,NA,Wang,SOUND
huā~huā,hua~hua,hua1~hua1,嘩嘩,哗哗,NA,NA,Wang,SOUND
huā~huā~lā~lā,hua~hua~la~la,hua1~hua1~la1~la1,嘩嘩啦啦,哗哗啦啦,NA,NA,Wang,SOUND
huā~lā,hua~la,hua1~la1,嘩啦,哗啦,NA,NA,Wang,SOUND
huā~lā~lā,hua~la~la,hua1~la1~la1,嘩啦啦,哗啦啦,NA,NA,Wang,SOUND
huā~lǎ,hua~la,hua1~la3,嘩喇,哗喇,NA,NA,Wang,SOUND
huā~lǎ~lǎ,hua~la~la,hua1~la3~la3,嘩喇喇,哗喇喇,NA,NA,Wang,SOUND
huā~lāng,hua~lang,hua1~lang1,嘩啷,哗啷,NA,NA,Wang,SOUND
huā~lāng~huā~lāng,hua~lang~hua~lang,hua1~lang1~hua1~lang1,嘩啷嘩啷,哗啷哗啷,NA,NA,Wang,SOUND
huā~lāng~lāng,hua~lang~lang,hua1~lang1~lang1,嘩啷啷,哗啷啷,NA,NA,Wang,SOUND
huā~lī~huā~lā,hua~li~hua~la,hua1~li1~hua1~la1,嘩哩嘩啦,哗哩哗啦,NA,NA,Wang,SOUND
hūi~hūi,hui~hui,hui1~hui1,咴咴,咴咴,NA,NA,Wang,SOUND
hūir~hūir,huir~huir,huir1~huir1,咴兒咴兒,咴儿咴儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,Wang,SOUND
huō~lǎ~lǎ,huo~la~la,huo1~la3~la3,豁喇喇,豁喇喇,NA,NA,Wang,SOUND
huō~lāng~lāng,huo~lang~lang,huo1~lang1~lang1,豁啷啷,豁啷啷,NA,NA,Wang,SOUND
huō~lāng,huo~lang,huo1~lang1,豁啷,豁啷,NA,NA,Wang,SOUND
huō~lāng~huō~lāng,huo~lang~huo~lang,huo1~lang1~huo1~lang1,豁啷豁啷,豁啷豁啷,NA,NA,Wang,SOUND
huò~huò,huo~huo,huo4~huo4,霍霍,霍霍,NA,NA,Wang,SOUND
jī~gū~jī~gū,ji~gu~ji~gu,ji1~gu1~ji1~gu1,唧咕唧咕,唧咕唧咕,NA,NA,Wang,SOUND
jī~jī,ji~ji,ji1~ji1,唧唧,唧唧,NA,NA,Wang,SOUND
jī~jī~gā~gā,ji~ji~ga~ga,ji1~ji1~ga1~ga1,唧唧嘎嘎,唧唧嘎嘎,NA,NA,Wang,SOUND
jī~jī~gū~gū,ji~ji~gu~gu,ji1~ji1~gu1~gu1,唧唧呱呱,唧唧呱呱,NA~NA~ku~ku,NA~NA~*kʷˤa~*kʷˤa,Wang,SOUND
jī~jī~jīu~jīu,ji~ji~jiu~jiu,ji1~ji1~jiu1~jiu1,唧唧啾啾,唧唧啾啾,NA,NA,Wang,SOUND
jī~jī~nóng~nóng,ji~ji~nong~nong,ji1~ji1~nong2~nong2,唧唧噥噥,唧唧哝哝,NA,NA,Wang,SOUND
jī~jī~yā~yā,ji~ji~ya~ya,ji1~ji1~ya1~ya1,唧唧鴨鴨,唧唧鸭鸭,NA,NA,Wang,SOUND
jī~jī~zhā~zhā,ji~ji~zha~zha,ji1~ji1~zha1~zha1,唧唧喳喳,唧唧喳喳,NA,NA,Wang,SOUND
jī~jī,ji~ji,ji1~ji1,嘰嘰,叽叽,NA,NA,Wang,SOUND
jī~jī~gā~gā,ji~ji~ga~ga,ji1~ji1~ga1~ga1,嘰嘰嘎嘎,叽叽嘎嘎,NA,NA,Wang,SOUND
jī~jī~gū~gū,ji~ji~gu~gu,ji1~ji1~gu1~gu1,嘰嘰咕咕,叽叽咕咕,NA,NA,Wang,SOUND
jī~jī~gū~gū,ji~ji~gu~gu,ji1~ji1~gu1~gu1,嘰嘰呱呱,叽叽呱呱,NA~NA~ku~ku,NA~NA~*kʷˤa~*kʷˤa,Wang,SOUND
jī~jī~zhā~zhā,ji~ji~zha~zha,ji1~ji1~zha1~zha1,嘰嘰喳喳,叽叽喳喳,NA,NA,Wang,SOUND
jī~jīu~jī~jīu,ji~jiu~ji~jiu,ji1~jiu1~ji1~jiu1,嘰啾嘰啾,叽啾叽啾,NA,NA,Wang,SOUND
jī~lī~gū~lū,ji~li~gu~lu,ji1~li1~gu1~lu1,嘰哩咕嚕,叽哩咕噜,NA,NA,Wang,SOUND
jī~lī~gū~lā,ji~li~gu~la,ji1~li1~gu1~la1,嘰哩呱啦,叽哩呱啦,NA~NA~ku,NA~NA~*kʷˤa,Wang,SOUND
jī~lī~gū~lù,ji~li~gu~lu,ji1~li1~gu1~lu4,嘰哩咕㖨,叽哩咕㖨,NA,NA,Wang,SOUND
jī~zhā~jī~zhā,ji~zha~ji~zha,ji1~zha1~ji1~zha1,嘰喳嘰喳,叽喳叽喳,NA,NA,Wang,SOUND
jī~zhā~zhā,ji~zha~zha,ji1~zha1~zha1,嘰喳喳,叽喳喳,NA,NA,Wang,SOUND
jí~gā,ji~ga,ji2~ga1,咭嘎,咭嘎,NA,NA,Wang,SOUND
jí~jí,ji~ji,ji2~ji2,咭咭,咭咭,NA,NA,Wang,SOUND
jí~jí~gā~gā,ji~ji~ga~ga,ji2~ji2~ga1~ga1,咭咭嘎嘎,咭咭嘎嘎,NA,NA,Wang,SOUND
jí~jí~gū~gū,ji~ji~gu~gu,ji2~ji2~gu1~gu1,咭咭呱呱,咭咭呱呱,NA~NA~ku~ku,NA~NA~*kʷˤa~*kʷˤa,Wang,SOUND
jí~jí~xiā~xiā,ji~ji~xia~xia,ji2~ji2~xia1~xia1,咭咭呷呷,咭咭呷呷,NA,NA,Wang,SOUND
jí~jí~zhī~zhī,ji~ji~zhi~zhi,ji2~ji2~zhi1~zhi1,咭咭吱吱,咭咭吱吱,NA,NA,Wang,SOUND
jiàn~jiàn,jian~jian,jian4~jian4,濺濺,溅溅,tsjenH~tsjenH,*[ts][a][n]-s~*[ts][a][n]-s,Wang,SOUND
jiē~jiē,jie~jie,jie1~jie1,喈喈,喈喈,keaj~keaj,*kˤrəj~*kˤrəj,Wang,SOUND
jīu~jīu,jiu~jiu,jiu1~jiu1,啾啾,啾啾,NA,NA,Wang,SOUND
jīu~jīu~jī~jī,jiu~jiu~ji~ji,jiu1~jiu1~ji1~ji1,啾啾唧唧,啾啾唧唧,NA,NA,Wang,SOUND
jué~jué,jue~jue,jue2~jue2,噱噱,噱噱,NA,NA,Wang,SOUND
kā~bā,ka~ba,ka1~ba1,喀吧,喀吧,NA,NA,Wang,SOUND
kā~cā,ka~ca,ka1~ca1,喀嚓,喀嚓,NA,NA,Wang,SOUND
kā~kā~cā~cā,ka~ka~ca~ca,ka1~ka1~ca1~ca1,喀喀嚓嚓,喀喀嚓嚓,NA,NA,Wang,SOUND
kā~dā,ka~da,ka1~da1,喀噠,喀哒,NA,NA,Wang,SOUND
kā~dān,ka~dan,ka1~dan1,喀丹,喀丹,NA~tan,NA~*tˤan,Wang,SOUND
kā~kā~kā,ka~ka~ka,ka1~ka1~ka1,喀喀喀,喀喀喀,NA,NA,Wang,SOUND
kā~cā,ka~ca,ka1~ca1,咔嚓,咔嚓,NA,NA,Wang,SOUND
kā~cā~cā,ka~ca~ca,ka1~ca1~ca1,咔嚓嚓,咔嚓嚓,NA,NA,Wang,SOUND
kā~kā~cā~cā,ka~ka~ca~ca,ka1~ka1~ca1~ca1,咔咔嚓嚓,咔咔嚓嚓,NA,NA,Wang,SOUND
kā~dēng~kā~dēng,ka~deng~ka~deng,ka1~deng1~ka1~deng1,咔噔咔噔,咔噔咔噔,NA,NA,Wang,SOUND
kā~lā~kā~lā,ka~la~ka~la,ka1~la1~ka1~la1,咔啦咔啦,咔啦咔啦,NA,NA,Wang,SOUND
kā~lā~lā,ka~la~la,ka1~la1~la1,咔啦啦,咔啦啦,NA,NA,Wang,SOUND
kā~cā,ka~ca,ka1~ca1,卡嚓,卡嚓,NA,NA,Wang,SOUND
kā~cā~kā~cā,ka~ca~ka~ca,ka1~ca1~ka1~ca1,卡嚓卡嚓,卡嚓卡嚓,NA,NA,Wang,SOUND
kā~dā~kā~dā,ka~da~ka~da,ka1~da1~ka1~da1,卡搭卡搭,卡搭卡搭,NA,NA,Wang,SOUND
kā~kā,ka~ka,ka1~ka1,卡卡,卡卡,NA,NA,Wang,SOUND
kā~lā~kā~lā,ka~la~ka~la,ka1~la1~ka1~la1,卡拉卡拉,卡拉卡拉,NA~lop~NA~lop,NA~*[r]ˤəp~NA~*[r]ˤəp,Wang,SOUND
kǎn~kǎn,kan~kan,kan3~kan3,坎坎,坎坎,khomX~khomX,*[k]ʰˤomʔ~*[k]ʰˤomʔ,Wang,SOUND
ké,ke,ke2,咳,咳,khojH,*kʰˤək-s,Wang,SOUND
kè,ke,ke4,嗑,嗑,NA,NA,Wang,SOUND
kè~cā,ke~ca,ke4~ca1,𠳭嚓,𠳭嚓,NA,NA,Wang,SOUND
kè~cā~kè~cā,ke~ca~ke~ca,ke4~ca1~ke4~ca1,𠳭嚓𠳭嚓,𠳭嚓𠳭嚓,NA,NA,Wang,SOUND
kè~cā,ke~ca,ke4~ca1,克嚓,克嚓,khok,*kʰˤək,Wang,SOUND
kēng~chī~kēng~chī,keng~chi~keng~chi,keng1~chi1~keng1~chi1,吭哧吭哧,吭哧吭哧,NA,NA,Wang,SOUND
kēng~chī~kēng~chī,keng~chi~keng~chi,keng1~chi1~keng1~chi1,吭吃吭吃,吭吃吭吃,NA,NA,Wang,SOUND
kēng~kēng,keng~keng,keng1~keng1,吭吭,吭吭,NA,NA,Wang,SOUND
kēng~kēng~chī~chī,keng~keng~chi~chi,keng1~keng1~chi1~chi1,吭吭哧哧,吭吭哧哧,NA,NA,Wang,SOUND
kēng~kēng~hā~hā,keng~keng~ha~ha,keng1~keng1~ha1~ha1,吭吭哈哈,吭吭哈哈,NA,NA,Wang,SOUND
kēng~kēng~kēng,keng~keng~keng,keng1~keng1~keng1,吭吭吭,吭吭吭,NA,NA,Wang,SOUND
kēng~lāng,keng~lang,keng1~lang1,吭啷,吭啷,NA,NA,Wang,SOUND
kēng~kēng,keng~keng,keng1~keng1,鑦鑦,鑦鑦,NA,NA,Wang,SOUND
kōng~dōng,kong~dong,kong1~dong1,啌咚,啌咚,NA,NA,Wang,SOUND
kǒng~dōng~kǒng~dōng,kong~dong~kong~dong,kong3~dong1~kong3~dong1,孔咚孔咚,孔咚孔咚,khuwngX~NA~khuwngX,*[k]ʰˤoŋʔ~NA~*[k]ʰˤoŋʔ,Wang,SOUND
kuā~kuā,kua~kua,kua1~kua1,夸夸,夸夸,khwae~khwae,*[kʷʰ]ˤra~*[kʷʰ]ˤra,Wang,SOUND
kuā~kuā~kuā,kua~kua~kua,kua1~kua1~kua1,咵咵咵,咵咵咵,NA,NA,Wang,SOUND
kuāng,kuang,kuang1,哐,哐,NA,NA,Wang,SOUND
kuāng~chī~kuāng~chī,kuang~chi~kuang~chi,kuang1~chi1~kuang1~chi1,哐哧哐哧,哐哧哐哧,NA,NA,Wang,SOUND
kuāng~dāng,kuang~dang,kuang1~dang1,哐噹,哐噹,NA,NA,Wang,SOUND
kuāng~dāng,kuang~dang,kuang1~dang1,哐當,哐当,NA~tang,NA~*tˤaŋ,Wang,SOUND
kuāng~dāng~kuāng~dāng,kuang~dang~kuang~dang,kuang1~dang1~kuang1~dang1,哐噹哐噹,哐噹哐噹,NA,NA,Wang,SOUND
kuāng~lāng,kuang~lang,kuang1~lang1,哐啷,哐啷,NA,NA,Wang,SOUND
láng~láng,lang~lang,lang2~lang2,琅琅,琅琅,lang~lang,*[r]ˤaŋ~*[r]ˤaŋ,Wang,SOUND
lǎng~lǎng,lang~lang,lang3~lang3,朗朗,朗朗,langX~langX,*k.rˤaŋʔ~*k.rˤaŋʔ,Wang,SOUND
láo~láo,lao~lao,lao2~lao2,嘮嘮,唠唠,NA,NA,Wang,SOUND
lì~lì,li~li,li4~li4,嚦嚦,呖呖,NA,NA,Wang,SOUND
liè~liè,lie~lie,lie4~lie4,獵獵,猎猎,ljep~ljep,*r[a]p~*r[a]p,Wang,SOUND
lín~lín,lin~lin,lin2~lin2,轔轔,辚辚,NA,NA,Wang,SOUND
líng~líng,ling~ling,ling2~ling2,泠泠,泠泠,NA,NA,Wang,SOUND
líng~líng~lǎng~lǎng,ling~ling~lang~lang,ling2~ling2~lang3~lang3,伶伶朗朗,伶伶朗朗,NA~NA~langX~langX,NA~NA~*k.rˤaŋʔ~*k.rˤaŋʔ,Wang,SOUND
lóng~lóng,long~long,long2~long2,隆隆,隆隆,ljuwng~ljuwng,*[r]uŋ~*[r]uŋ,Wang,SOUND
lóng~lóng,long~long,long2~long2,𠾐𠾐,𠾐𠾐,NA,NA,Wang,SOUND
lú~lú~lú~lú,lu~lu~lu~lu,lu2~lu2~lu2~lu2,盧盧盧盧,卢卢卢卢,lu~lu~lu~lu,*C.rˤa~*C.rˤa~*C.rˤa~*C.rˤa,Wang,SOUND
lù~lù,lu~lu,lu4~lu4,轆轆,辘辘,NA,NA,Wang,SOUND
luò~luò~luò~luò~xū,luo~luo~luo~luo~xu,luo4~luo4~luo4~luo4~xu1,落落落落噓,落落落落嘘,lak~lak~lak~lak,*kə.rˤak~*kə.rˤak~*kə.rˤak~*kə.rˤak,Wang,SOUND
mī~mī,mi~mi,mi1~mi1,咪咪,咪咪,NA,NA,Wang,SOUND
mī~wū,mi~wu,mi1~wu1,咪嗚,咪呜,NA,NA,Wang,SOUND
mī~wū~mī~wū,mi~wu~mi~wu,mi1~wu1~mi1~wu1,咪嗚咪嗚,咪呜咪呜,NA,NA,Wang,SOUND
miāo~miāo,miao~miao,miao1~miao1,喵喵,喵喵,NA,NA,Wang,SOUND
miē~miē,mie~mie,mie1~mie1,咩咩,咩咩,NA,NA,Wang,SOUND
mōu~mōu,mou~mou,mou1~mou1,哞哞,哞哞,NA,NA,Wang,SOUND
nà~nà,na~na,na4~na4,吶吶,呐呐,nywet~nywet,*not~*not,Wang,SOUND
nán~nán,nan~nan,nan2~nan2,喃喃,喃喃,NA,NA,Wang,SOUND
ní,ni,ni2,呢,呢,NA,NA,Wang,SOUND
ní~ní~nán~nán,ni~ni~nan~nan,ni2~ni2~nan2~nan2,呢呢喃喃,呢呢喃喃,NA,NA,Wang,SOUND
ō~ō,o~o,o1~o1,噢噢,噢噢,NA,NA,Wang,SOUND
ōu~ōu,ou~ou,ou1~ou1,𡂿𡂿,𡂿𡂿,NA,NA,Wang,SOUND
ōu~ōu,ou~ou,ou1~ou1,嘔嘔,呕呕,'uwX~'uwX,*qˤ(r)oʔ~*qˤ(r)oʔ,Wang,SOUND
pā,pa,pa1,啪,啪,NA,NA,Wang,SOUND
pā~cā,pa~ca,pa1~ca1,啪嚓,啪嚓,NA,NA,Wang,SOUND
pā~dā,pa~da,pa1~da1,啪嗒,啪嗒,NA,NA,Wang,SOUND
pā~dā~pā~dā,pa~da~pa~da,pa1~da1~pa1~da1,啪嗒啪嗒,啪嗒啪嗒,NA,NA,Wang,SOUND
pā~dā~pā~dā,pa~da~pa~da,pa1~da1~pa1~da1,啪噠啪噠,啪哒啪哒,NA,NA,Wang,SOUND
pā~jī,pa~ji,pa1~ji1,啪唧,啪唧,NA,NA,Wang,SOUND
pā~lā,pa~la,pa1~la1,啪啦,啪啦,NA,NA,Wang,SOUND
pā~pā~lā,pa~pa~la,pa1~pa1~la1,啪啪啦,啪啪啦,NA,NA,Wang,SOUND
pā~lā~pā~lā,pa~la~pa~la,pa1~la1~pa1~la1,啪啦啪啦,啪啦啪啦,NA,NA,Wang,SOUND
pā~pā,pa~pa,pa1~pa1,啪啪,啪啪,NA,NA,Wang,SOUND
pāi~pāi,pai~pai,pai1~pai1,拍拍,拍拍,phaek~phaek,*mə-pʰˤrak~*mə-pʰˤrak,Wang,SOUND
pāi~tà,pai~ta,pai1~ta4,拍蹋,拍蹋,phaek~dap,*mə-pʰˤrak~*lˤap,Wang,SOUND
pāng,pang,pang1,乓,乓,NA,NA,Wang,SOUND
pāng~dāng,pang~dang,pang1~dang1,乓當,乓当,NA~tang,NA~*tˤaŋ,Wang,SOUND
pēng~pēng,peng~peng,peng1~peng1,怦怦,怦怦,NA,NA,Wang,SOUND
pēng,peng,peng1,砰,砰,NA,NA,Wang,SOUND
pēng~pēng,peng~peng,peng1~peng1,砰砰,砰砰,NA,NA,Wang,SOUND
